code,Quantile
merrill-palmer quarterly-journal of developmental psychology,Q4
proceedings of the academy of natural sciences of philadelphia,Q4
perspectives-studies in translation theory and practice,N/A
journal of psychologists and counsellors in schools,Q4
journal of the american mosquito control association,Q3
review of radical political economics,Q4
design automation for embedded systems,Q4
international journal of sport finance,Q4
international journal of odonatology,Q3
chinese journal of international law,Q3
acta geodynamica et geomaterialia,Q4
journal of combinatorial algebra,Q2
presidential studies quarterly,Q4
ciencia e investigacion agraria,Q3
jfr-journal of family research,Q4
advances in quantum chemistry,Q4
acta veterinaria-beograd,Q3
avian biology research,Q3
ecological restoration,Q4
acta botanica mexicana,Q4
world rabbit science,Q3
estudios de economia,Q4
journal of semantics,N/A
translation studies,N/A
oral history review,N/A
historical journal,N/A
acta alimentaria,Q4
quaternaire,Q4
revista brasileira de zootecnia-brazilian journal of animal science,Q3
mathematica slovaca,Q2
mechanics & industry,Q4
scienceasia,Q4
journal of approximation theory,Q2
annals of functional analysis,Q2
forschung im ingenieurwesen-engineering research,Q4
gradevinar,Q4
international journal of human rights,Q3
conservation genetics resources,Q4
acta chirurgica belgica,Q4
journal of balkan and near eastern studies,Q3
annales zoologici,Q4
journal of laboratory medicine,Q4
journal of the australian mathematical society,Q2
journal of the american helicopter society,Q4
orthopaedic nursing,Q4
filomat,Q2
science & sports,Q4
annali di matematica pura ed applicata,Q2
revstat-statistical journal,Q4
human rights quarterly,Q4
horticultura brasileira,Q4
handchirurgie mikrochirurgie plastische chirurgie,Q4
clothing and textiles research journal,Q4
archives of clinical psychiatry,Q4
philosophy of the social sciences,N/A
canadian public administration-administration publique du canada,Q4
journal of neurological surgery part a-central european neurosurgery,Q4
panoeconomicus,Q4
aequationes mathematicae,Q2
parallel computing,Q4
journal of international dispute settlement,Q3
journal of nonlinear optical physics & materials,Q4
families relationships and societies,Q4
micro & nano letters,Q4
phi delta kappan,Q4
asia pacific journal of anthropology,Q3
canadian mathematical bulletin-bulletin canadien de mathematiques,Q2
acta mathematica hungarica,Q2
society,Q4
international journal of quantum information,Q4
open mathematics,Q2
scandinavian political studies,Q4
annales de l institut fourier,Q2
izvestiya mathematics,Q2
south african journal of animal science,Q3
international journal of clinical pharmacology and therapeutics,Q4
icsid review-foreign investment law journal,Q3
fiber and integrated optics,Q4
applied magnetic resonance,Q4
distributed and parallel databases,Q4
pathologe,Q4
international journal of unconventional computing,Q4
international journal of global warming,Q4
british journal of middle eastern studies,N/A
ksii transactions on internet and information systems,Q4
dendrobiology,Q4
turkish neurosurgery,Q4
proceedings of the american mathematical society,Q2
international journal of engineering education,Q4
space and culture,N/A
journal of addictions nursing,Q4
acta zoologica academiae scientiarum hungaricae,Q3
journal of symbolic computation,Q4
italian journal of agrometeorology-rivista italiana di agrometeorologia,Q4
ieee latin america transactions,Q4
animal science papers and reports,Q4
international arab journal of information technology,Q4
syntax-a journal of theoretical experimental and interdisciplinary research,N/A
linguistics,N/A
studies in history and philosophy of science part c-studies in history and philosophy of biological and biomedical sciences,N/A
romanian journal of economic forecasting,Q4
journal of algebraic combinatorics,Q3
terrestrial atmospheric and oceanic sciences,Q4
computational complexity,Q3
polar record,Q4
contemporary european history,N/A
new zealand journal of forestry science,Q4
african journal of reproductive health,Q4
discrete mathematics,Q3
medicina-buenos aires,Q4
metrika,Q4
american law and economics review,Q3
acta acustica united with acustica,Q4
japanese journal of political science,Q4
intelligence and national security,Q1
acta veterinaria hungarica,Q3
herpetological conservation and biology,Q3
proceedings of the yorkshire geological society,Q4
journal of tropical forest science,Q4
revista mexicana de biodiversidad,Q4
brazilian journal of probability and statistics,Q4
zoological science,Q4
radiation protection dosimetry,Q4
turkish journal of mathematics,Q3
social science history,N/A
astronomische nachrichten,Q4
studia psychologica,Q4
social compass,N/A
economics of transition,Q4
journal of community health nursing,Q4
american journal of comparative law,Q3
thalassas,Q4
veterinary research forum,Q4
mathematical proceedings of the cambridge philosophical society,Q3
pharmacognosy magazine,Q4
journal of natural history,Q4
journal of thermal science and technology,Q4
metallurgical research & technology,Q4
journal of east european management studies,Q4
nuclear technology & radiation protection,Q4
natural areas journal,Q4
indian journal of experimental biology,Q4
annales de limnologie-international journal of limnology,Q4
zoology in the middle east,Q4
american annals of the deaf,Q4
international journal of surface science and engineering,Q4
forum mathematicum,Q3
protection of metals and physical chemistry of surfaces,Q4
journal of integral equations and applications,Q3
microelectronics international,Q4
oceanology,Q4
interfaces and free boundaries,Q3
perspectives in biology and medicine,Q2
gayana,Q4
bois et forets des tropiques,Q4
botanical sciences,Q4
acta oeconomica,Q4
journal of linguistic anthropology,N/A
gospodarka surowcami mineralnymi-mineral resources management,Q4
jbi evidence implementation,Q4
experimental and clinical transplantation,Q4
india review,Q3
contributions to indian sociology,Q4
revista de psicologia del deporte,Q4
melbourne university law review,Q3
open astronomy,Q4
annales de dermatologie et de venereologie,Q4
st petersburg mathematical journal,Q3
australian economic review,Q4
bulletin of the peabody museum of natural history,Q4
boletin de la sociedad geologica mexicana,Q4
reference services review,Q4
systematic botany,Q4
radical philosophy,Q3
acta clinica croatica,Q4
turkish journal of zoology,Q4
qualitative theory of dynamical systems,Q3
nordic journal of botany,Q4
international journal of psychoanalysis,Q2
statistical modelling,Q4
canadian modern language review-revue canadienne des langues vivantes,Q3
environment and history,N/A
investment analysts journal,Q4
chemical industry & chemical engineering quarterly,Q4
politics philosophy & economics,Q4
marine ornithology,Q3
international journal of modern physics e,Q4
theoretical foundations of chemical engineering,Q4
lc gc north america,Q4
african journal of ecology,Q4
discrete analysis,Q3
theory and practice of logic programming,Q1
ieej transactions on electrical and electronic engineering,Q4
atlantic geology,Q4
turkish journal of field crops,Q4
estudios de psicologia,Q4
journal of elementology,Q4
international journal of forensic mental health,Q4
pacific science,Q4
postcolonial studies,N/A
ars mathematica contemporanea,Q3
slovenian veterinary research,Q3
journal of graph theory,Q3
acta carsologica,Q4
macedonian journal of chemistry and chemical engineering,Q4
chirurg,Q4
international polymer processing,Q4
water resources,Q4
international journal of corpus linguistics,N/A
journal of the american psychoanalytic association,Q2
unfallchirurg,Q4
vial-vigo international journal of applied linguistics,N/A
english world-wide,N/A
journal of psychology in africa,Q4
isj-invertebrate survival journal,Q4
nautilus,Q4
lingua,N/A
journal of trauma nursing,Q4
journal of risk,Q4
anthropological forum,Q3
journal of forensic psychology research and practice,Q4
indian journal of hematology and blood transfusion,Q4
maydica,Q4
lc gc europe,Q4
studia mathematica,Q3
acta ichthyologica et piscatoria,Q4
scottish journal of political economy,Q4
journal of power electronics,Q4
powder metallurgy and metal ceramics,Q4
revista de psicologia social,Q4
child language teaching & therapy,N/A
journal of the history of medicine and allied sciences,N/A
polish journal of pathology,Q4
zeitschrift fur sexualforschung,Q4
promet-traffic & transportation,Q4
algorithmica,Q4
bothalia,Q4
journal of algebra,Q3
inorganic materials,Q4
signa vitae,Q4
international journal of group psychotherapy,Q4
grana,Q4
ukrainian journal of physical optics,Q4
iet computers and digital techniques,Q4
mausam,Q4
new scientist,Q4
acta physica sinica,Q4
b e journal of economic analysis & policy,Q4
journal of operator theory,Q3
inra productions animales,Q3
forest products journal,Q4
journal of asian architecture and building engineering,N/A
journal of superhard materials,Q4
social science information sur les sciences sociales,Q4
journal of plant registrations,Q4
monatshefte fur mathematik,Q3
ciencia rural,Q4
american fern journal,Q4
continuity and change,Q4
polish polar research,Q4
mathematical communications,Q3
georgian mathematical journal,Q3
oncologie,Q4
economic computation and economic cybernetics studies and research,Q4
digest journal of nanomaterials and biostructures,Q4
turkiye entomoloji dergisi-turkish journal of entomology,Q4
acm transactions on computational logic,Q2
canadian journal of veterinary research-revue canadienne de recherche veterinaire,Q3
notre dame law review,Q3
international journal of offshore and polar engineering,Q4
chungara-revista de antropologia chilena,Q3
linguistics vanguard,N/A
caribbean journal of science,Q4
applied engineering in agriculture,Q4
journal of substance use,Q4
trabajos de prehistoria,N/A
rationality and society,Q4
teaching of psychology,Q4
ulusal travma ve acil cerrahi dergisi-turkish journal of trauma & emergency surgery,Q4
revista latinoamericana de psicologia,Q4
african journal of marine science,Q4
notfall & rettungsmedizin,Q4
journal of ovonic research,Q4
doklady physical chemistry,Q4
cryoletters,Q4
transylvanian review of administrative sciences,Q4
anales del sistema sanitario de navarra,Q4
low temperature physics,Q4
washington law review,Q3
european journal of combinatorics,Q3
european journal of migration and law,Q3
materials science-poland,Q4
engineering journal-american institute of steel construction,Q4
southern forests-a journal of forest science,Q4
bmgn-the low countries historical review,N/A
biotechnologie agronomie societe et environnement,Q4
bulletin of economic research,Q4
beton- und stahlbetonbau,Q4
revista caatinga,Q4
environment protection engineering,Q4
actas urologicas espanolas,Q4
metallurgist,Q4
formal aspects of computing,Q4
analele stiintifice ale universitatii ovidius constanta-seria matematica,Q3
intersecciones en antropologia,N/A
revue de medecine interne,Q4
ocean and coastal research,Q4
pediatric allergy immunology and pulmonology,Q4
journal of poverty and social justice,Q4
